"","hgnc_symbol","gene_biotype"
"15235","DVL3","protein_coding"
"15236","CCDC77","protein_coding"
"15237","ELOVL1","protein_coding"
"15238","SNRPA1","protein_coding"
"15239","TRIM23","protein_coding"
"15240","MYT1L","protein_coding"
"15241","ZFAND3","protein_coding"
"15242","AP2M1","protein_coding"
"15243","SOX5","protein_coding"
"15244","IKBKB","protein_coding"
"15245","CYP1A1","protein_coding"
"15246","BTBD9","protein_coding"
"15247","TRAPPC13","protein_coding"
"15248","MED8","protein_coding"
"15249","TGM5","protein_coding"
"15250","GLO1","protein_coding"
"15251","GOLGA6B","protein_coding"
"15252","SLC22A2","protein_coding"
"15253","AMPD2","protein_coding"
"15254","SLC22A3","protein_coding"
"15255","ATP10A","protein_coding"
"15256","LPA","protein_coding"
"15257","SHLD3","protein_coding"
"15258","MAP3K4","protein_coding"
"15259","SGTB","protein_coding"
"15260","ACTRT3","protein_coding"
"15261","MYNN","protein_coding"
"15262","DELE1","protein_coding"
"15263","PMCH","protein_coding"
"15264","KNSTRN","protein_coding"
"15265","LRRC34","protein_coding"
"15266","IGF1","protein_coding"
"15267","PCDH12","protein_coding"
"15268","SYT1","protein_coding"
"15269","RNF14","protein_coding"
"15270","SLC22A25","protein_coding"
"15271","LRRC31","protein_coding"
"15272","ASPM","protein_coding"
"15273","CHD3","protein_coding"
"15274","CELF1","protein_coding"
"15275","LYSMD4","protein_coding"
"15276","SAMD7","protein_coding"
"15277","MCTP2","protein_coding"
"15278","OXR1","protein_coding"
"15279","SEC62","protein_coding"
"15280","GNPDA1","protein_coding"
"15281","FPR1","protein_coding"
"15282","ZNF550","protein_coding"
"15283","MAPK6","protein_coding"
"15284","TPRX2","protein_coding"
"15285","SULT2A1","protein_coding"
"15286","GPR160","protein_coding"
"15287","ACTMAP","protein_coding"
"15288","ARHGAP11A-SCG5","protein_coding"
"15289","TPSG1","protein_coding"
"15290","GOLGA8M","protein_coding"
"15291","TPSB2","protein_coding"
"15292","NDFIP1","protein_coding"
"15293","AGPAT4","protein_coding"
"15294","LRRIQ4","protein_coding"
"15295","SMIM38","protein_coding"
"15296","SHF","protein_coding"
"15297","MS4A1","protein_coding"
"15298","SNRPA","protein_coding"
"15299","TEX264","protein_coding"
"15300","SPRY4","protein_coding"
"15301","FMNL1","protein_coding"
"15302","FGF1","protein_coding"
"15303","TPSAB1","protein_coding"
"15304","PRKN","protein_coding"
"15305","TPSD1","protein_coding"
"15306","ANKLE2","protein_coding"
"15307","PACRG","protein_coding"
"15308","GOLGA6L7","protein_coding"
"15309","GLYATL1","protein_coding"
"15310","NR2E3","protein_coding"
"15311","MIA","protein_coding"
"15312","GRM2","protein_coding"
"15313","UBE2I","protein_coding"
"15314","PGAM5","protein_coding"
"15315","ITPKC","protein_coding"
"15316","CRTC3","protein_coding"
"15317","IQCF6","protein_coding"
"15318","NCBP2","protein_coding"
"15319","HNRNPA0","protein_coding"
"15320","SUPT3H","protein_coding"
"15321","SMIM35","protein_coding"
"15322","WDR70","protein_coding"
"15323","MAST1","protein_coding"
"15324","NT5DC4","protein_coding"
"15325","TMEM138","protein_coding"
"15326","NCBP2AS2","protein_coding"
"15327","CD2AP","protein_coding"
"15328","PIGZ","protein_coding"
"15329","POC1B","protein_coding"
"15330","PDIA3","protein_coding"
"15331","SOS1","protein_coding"
"15332","LMO1","protein_coding"
"15333","TSC22D2","protein_coding"
"15334","GDNF","protein_coding"
"15335","PLA2G4C","protein_coding"
"15336","COL6A6","protein_coding"
"15337","STK33","protein_coding"
"15338","OPN5","protein_coding"
"15339","NUP155","protein_coding"
"15340","POC1B-GALNT4","protein_coding"
"15341","GALNT4","protein_coding"
"15342","ATP2B1","protein_coding"
"15343","SLC16A10","protein_coding"
"15344","MFSD4B","protein_coding"
"15345","RNF212","protein_coding"
"15346","ZNF662","protein_coding"
"15347","C1orf174","protein_coding"
"15348","ZSWIM9","protein_coding"
"15349","SDR16C5","protein_coding"
"15350","REV3L","protein_coding"
"15351","SNRK","protein_coding"
"15352","CARD8","protein_coding"
"15353","CCNE2","protein_coding"
"15354","MYO7B","protein_coding"
"15355","SGSH","protein_coding"
"15356","KCNJ8","protein_coding"
"15357","C4orf50","protein_coding"
"15358","GASK1A","protein_coding"
"15359","GOLGA6L2","protein_coding"
"15360","CARNS1","protein_coding"
"15361","SMIM31","protein_coding"
"15362","BICD1","protein_coding"
"15363","HRH1","protein_coding"
"15364","NLK","protein_coding"
"15365","ANKRD42","protein_coding"
"15366","CNTN1","protein_coding"
"15367","ATG7","protein_coding"
"15368","OR4F21","protein_coding"
"15369","NKX2-6","protein_coding"
"15370","TDRP","protein_coding"
"15371","GOLGA6L25","protein_coding"
"15372","GOLGA6L26","protein_coding"
"15373","LRP12","protein_coding"
"15374","GOLGA6L24","protein_coding"
"15375","ISL2","protein_coding"
"15376","PSMC5","protein_coding"
"15377","OTUD7A","protein_coding"
"15378","MAFA","protein_coding"
"15379","SMARCA5","protein_coding"
"15380","EVX2","protein_coding"
"15381","NAXE","protein_coding"
"15382","MORN2","protein_coding"
"15383","THSD4","protein_coding"
"15384","PCF11","protein_coding"
"15385","ADGRF3","protein_coding"
"15386","RRAGD","protein_coding"
"15387","ANKRD6","protein_coding"
"15388","CDH6","protein_coding"
"15389","ALB","protein_coding"
"15390","TSPAN11","protein_coding"
"15391","TLN2","protein_coding"
"15392","UGT1A10","protein_coding"
"15393","BTBD18","protein_coding"
"15394","VGLL4","protein_coding"
"15395","RAI14","protein_coding"
"15396","MISFA","protein_coding"
"15397","DDX11","protein_coding"
"15398","BCAN","protein_coding"
"15399","COQ10B","protein_coding"
"15400","LGALS9B","protein_coding"
"15401","CCDC141","protein_coding"
"15402","LBHD1","protein_coding"
"15403","ASIC4","protein_coding"
"15404","CWF19L2","protein_coding"
"15405","SULT6B1","protein_coding"
"15406","NES","protein_coding"
"15407","CRABP2","protein_coding"
"15408","DNMT3A","protein_coding"
"15409","BAIAP3","protein_coding"
"15410","C6orf62","protein_coding"
"15411","METTL25B","protein_coding"
"15412","INTS14","protein_coding"
"15413","ARMH2","protein_coding"
"15414","SYNCRIP","protein_coding"
"15415","ZNF114","protein_coding"
"15416","MRPL24","protein_coding"
"15417","PAX6","protein_coding"
"15418","RARB","protein_coding"
"15419","LIG1","protein_coding"
"15420","RTF1","protein_coding"
"15421","PRCC","protein_coding"
"15422","SORCS2","protein_coding"
"15423","MESP1","protein_coding"
"15424","SEMA4B","protein_coding"
"15425","CFAP99","protein_coding"
"15426","RNF11","protein_coding"
"15427","GAB1","protein_coding"
"15428","RNF223","protein_coding"
"15429","C1orf159","protein_coding"
"15430","NUDT2","protein_coding"
"15431","MLPH","protein_coding"
"15432","TMEM131L","protein_coding"
"15433","CCDC9B","protein_coding"
"15434","ATP6V0A1","protein_coding"
"15435","LCTL","protein_coding"
"15436","KLRB1","protein_coding"
"15437","PRPH","protein_coding"
"15438","BAK1","protein_coding"
"15439","MFGE8","protein_coding"
"15440","ITPR3","protein_coding"
"15441","SPATS2","protein_coding"
"15442","TLR2","protein_coding"
"15443","TRMT10C","protein_coding"
"15444","ATP13A3","protein_coding"
"15445","RNF175","protein_coding"
"15446","TTC39A","protein_coding"
"15447","CDHR4","protein_coding"
"15448","SFRP2","protein_coding"
"15449","GNRHR","protein_coding"
"15450","PRLH","protein_coding"
"15451","TMPRSS11D","protein_coding"
"15452","MOB3A","protein_coding"
"15453","RAB17","protein_coding"
"15454","TMEM67","protein_coding"
"15455","STX2","protein_coding"
"15456","CIB1","protein_coding"
"15457","INKA1","protein_coding"
"15458","UBA7","protein_coding"
"15459","PRLR","protein_coding"
"15460","TMPRSS11A","protein_coding"
"15461","FAAP24","protein_coding"
"15462","TEX9","protein_coding"
"15463","UQCC2","protein_coding"
"15464","IP6K3","protein_coding"
"15465","MAPRE3","protein_coding"
"15466","OR7C1","protein_coding"
"15467","GPRIN3","protein_coding"
"15468","EHD4","protein_coding"
"15469","LEMD2","protein_coding"
"15470","PCSK4","protein_coding"
"15471","TRAIP","protein_coding"
"15472","FBXO8","protein_coding"
"15473","SIRT4","protein_coding"
"15474","PLA2G4D","protein_coding"
"15475","PLA2G1B","protein_coding"
"15476","MSI1","protein_coding"
"15477","PLA2G4E","protein_coding"
"15478","TMEM214","protein_coding"
"15479","SRSF9","protein_coding"
"15480","LACTB","protein_coding"
"15481","BICRAL","protein_coding"
"15482","CEP44","protein_coding"
"15483","CDC5L","protein_coding"
"15484","FZD10","protein_coding"
"15485","PDE4C","protein_coding"
"15486","PRIM1","protein_coding"
"15487","RPS27L","protein_coding"
"15488","MEX3B","protein_coding"
"15489","COL21A1","protein_coding"
"15490","CAMKV","protein_coding"
"15491","SAXO2","protein_coding"
"15492","NUDT9","protein_coding"
"15493","AGBL5","protein_coding"
"15494","AEBP2","protein_coding"
"15495","KLF10","protein_coding"
"15496","EFL1","protein_coding"
"15497","SPARCL1","protein_coding"
"15498","OST4","protein_coding"
"15499","OXCT1","protein_coding"
"15500","PLEKHA5","protein_coding"
"15501","SAMD11","protein_coding"
"15502","KCNU1","protein_coding"
"15503","TICRR","protein_coding"
"15504","EMILIN1","protein_coding"
"15505","MON1A","protein_coding"
"15506","ZSCAN5C","protein_coding"
"15507","PINLYP","protein_coding"
"15508","ABHD1","protein_coding"
"15509","MFSD14A","protein_coding"
"15510","KIF7","protein_coding"
"15511","SELENOV","protein_coding"
"15512","RBM6","protein_coding"
"15513","NLRP11","protein_coding"
"15514","SASS6","protein_coding"
"15515","PREB","protein_coding"
"15516","VPS13B","protein_coding"
"15517","DBT","protein_coding"
"15518","PDGFRA","protein_coding"
"15519","FANCI","protein_coding"
"15520","KHDC1","protein_coding"
"15521","VN1R4","protein_coding"
"15522","RERG","protein_coding"
"15523","MRAP2","protein_coding"
"15524","RIMOC1","protein_coding"
"15525","ARHGAP35","protein_coding"
"15526","CEP162","protein_coding"
"15527","PHLDA1","protein_coding"
"15528","PRR30","protein_coding"
"15529","ASB8","protein_coding"
"15530","NPAS1","protein_coding"
"15531","FBXO4","protein_coding"
"15532","TCF23","protein_coding"
"15533","SLC5A6","protein_coding"
"15534","RTCA","protein_coding"
"15535","SOX8","protein_coding"
"15536","SSTR5","protein_coding"
"15537","C1QTNF8","protein_coding"
"15538","BRDT","protein_coding"
"15539","TMEM160","protein_coding"
"15540","CCDC152","protein_coding"
"15541","PAICS","protein_coding"
"15542","ZC3H4","protein_coding"
"15543","CCDC184","protein_coding"
"15544","ZNF641","protein_coding"
"15545","NIM1K","protein_coding"
"15546","GABRR2","protein_coding"
"15547","SAE1","protein_coding"
"15548","TMEM98","protein_coding"
"15549","SCML4","protein_coding"
"15550","ITGA7","protein_coding"
"15551","ARL9","protein_coding"
"15552","CAD","protein_coding"
"15553","NKAIN2","protein_coding"
"15554","C5orf60","protein_coding"
"15555","PPM1K","protein_coding"
"15556","RNF217","protein_coding"
"15557","SULT1A1","protein_coding"
"15558","BASP1","protein_coding"
"15559","OR1F1","protein_coding"
"15560","BBC3","protein_coding"
"15561","HMGCS1","protein_coding"
"15562","SPACA3","protein_coding"
"15563","CCDC9","protein_coding"
"15564","TPD52L1","protein_coding"
"15565","RBM5","protein_coding"
"15566","RPL8","protein_coding"
"15567","INAFM1","protein_coding"
"15568","NACC1","protein_coding"
"15569","CCL28","protein_coding"
"15570","PSMD8","protein_coding"
"15571","TMEM267","protein_coding"
"15572","SLC30A3","protein_coding"
"15573","C5orf34","protein_coding"
"15574","CCDC83","protein_coding"
"15575","KHDRBS1","protein_coding"
"15576","AP3D1","protein_coding"
"15577","DNAJC5G","protein_coding"
"15578","PAIP1","protein_coding"
"15579","SYTL2","protein_coding"
"15580","TRIM54","protein_coding"
"15581","TMEM39B","protein_coding"
"15582","HDDC2","protein_coding"
"15583","UCN","protein_coding"
"15584","MPV17","protein_coding"
"15585","OR10AD1","protein_coding"
"15586","H1-7","protein_coding"
"15587","RIMBP2","protein_coding"
"15588","HEY2","protein_coding"
"15589","CITED2","protein_coding"
"15590","CD86","protein_coding"
"15591","MPC1","protein_coding"
"15592","KPNA6","protein_coding"
"15593","LRRC1","protein_coding"
"15594","MLIP","protein_coding"
"15595","CASR","protein_coding"
"15596","NNT","protein_coding"
"15597","CCDC28B","protein_coding"
"15598","FHIP1A","protein_coding"
"15599","RHOV","protein_coding"
"15600","SCN9A","protein_coding"
"15601","VPS18","protein_coding"
"15602","CDK5R1","protein_coding"
"15603","NCOR2","protein_coding"
"15604","DLL4","protein_coding"
"15605","MYO1D","protein_coding"
"15606","GATB","protein_coding"
"15607","CSTA","protein_coding"
"15608","CHAC1","protein_coding"
"15609","DDX20","protein_coding"
"15610","MIX23","protein_coding"
"15611","INO80","protein_coding"
"15612","FAM162A","protein_coding"
"15613","ANGPTL6","protein_coding"
"15614","RELB","protein_coding"
"15615","COMMD5","protein_coding"
"15616","WDR5B","protein_coding"
"15617","KPNA1","protein_coding"
"15618","OGFRL1","protein_coding"
"15619","ZNF250","protein_coding"
"15620","VEGFC","protein_coding"
"15621","CIMIP3","protein_coding"
"15622","CLASRP","protein_coding"
"15623","ATRAID","protein_coding"
"15624","ARID1B","protein_coding"
"15625","NEIL3","protein_coding"
"15626","MYO15B","protein_coding"
"15627","AGA","protein_coding"
"15628","RPL5","protein_coding"
"15629","TMEM237","protein_coding"
"15630","ANKS1B","protein_coding"
"15631","SCPPPQ1","protein_coding"
"15632","ZNF16","protein_coding"
"15633","RCN2","protein_coding"
"15634","PPBP","protein_coding"
"15635","PARP9","protein_coding"
"15636","DIPK1A","protein_coding"
"15637","ARL6IP6","protein_coding"
"15638","MROH1","protein_coding"
"15639","TSPAN3","protein_coding"
"15640","TRIM2","protein_coding"
"15641","MTF2","protein_coding"
"15642","ZNF296","protein_coding"
"15643","GEMIN7","protein_coding"
"15644","MYO18A","protein_coding"
"15645","TBC1D17","protein_coding"
"15646","PSTPIP1","protein_coding"
"15647","DTX3L","protein_coding"
"15648","PARP15","protein_coding"
"15649","PALB2","protein_coding"
"15650","EMC3","protein_coding"
"15651","GNAO1","protein_coding"
"15652","NUP62","protein_coding"
"15653","NUDCD2","protein_coding"
"15654","SRPRB","protein_coding"
"15655","SH2D5","protein_coding"
"15656","EXT1","protein_coding"
"15657","CCPG1","protein_coding"
"15658","TMEM167A","protein_coding"
"15659","DCBLD2","protein_coding"
"15660","NUP160","protein_coding"
"15661","TNFAIP3","protein_coding"
"15662","ZEB2","protein_coding"
"15663","ECE1","protein_coding"
"15664","TXK","protein_coding"
"15665","TMEM161B","protein_coding"
"15666","IZUMO2","protein_coding"
"15667","SLC35B3","protein_coding"
"15668","VPS4A","protein_coding"
"15669","U2AF2","protein_coding"
"15670","SH3BP2","protein_coding"
"15671","ST3GAL6","protein_coding"
"15672","HOXB1","protein_coding"
"15673","RAB27A","protein_coding"
"15674","MIP","protein_coding"
"15675","HOXB2","protein_coding"
"15676","HOXB3","protein_coding"
"15677","SPRYD4","protein_coding"
"15678","GLS2","protein_coding"
"15679","TSC2","protein_coding"
"15680","TBC1D32","protein_coding"
"15681","MAP3K10","protein_coding"
"15682","HOXB4","protein_coding"
"15683","HOXB5","protein_coding"
"15684","HOXB6","protein_coding"
"15685","HOXB7","protein_coding"
"15686","HOXB8","protein_coding"
"15687","HOXB9","protein_coding"
"15688","TTC9B","protein_coding"
"15689","ADORA2B","protein_coding"
"15690","CCNP","protein_coding"
"15691","ZSWIM7","protein_coding"
"15692","AKT2","protein_coding"
"15693","FAM98B","protein_coding"
"15694","CHIC2","protein_coding"
"15695","SUSD4","protein_coding"
"15696","GSX2","protein_coding"
"15697","RASGRP1","protein_coding"
"15698","NAAA","protein_coding"
"15699","ENC1","protein_coding"
"15700","TTC19","protein_coding"
"15701","HEXB","protein_coding"
"15702","FYCO1","protein_coding"
"15703","RBMS2","protein_coding"
"15704","HERC3","protein_coding"
"15705","NCOR1","protein_coding"
"15706","CCDC185","protein_coding"
"15707","LRRIQ3","protein_coding"
"15708","NAP1L5","protein_coding"
"15709","MAGI1","protein_coding"
"15710","TNNI3K","protein_coding"
"15711","PLAC8","protein_coding"
"15712","ANKRD36C","protein_coding"
"15713","LMNTD1","protein_coding"
"15714","SMURF1","protein_coding"
"15715","UBTF","protein_coding"
"15716","GFM2","protein_coding"
"15717","GSG1","protein_coding"
"15718","ACMSD","protein_coding"
"15719","GSTA5","protein_coding"
"15720","MAP3K19","protein_coding"
"15721","LRRC53","protein_coding"
"15722","SESN1","protein_coding"
"15723","ERICH3","protein_coding"
"15724","OR2AE1","protein_coding"
"15725","SENP1","protein_coding"
"15726","TPD52","protein_coding"
"15727","AZGP1","protein_coding"
"15728","CCNI","protein_coding"
"15729","CRYZ","protein_coding"
"15730","CEP57L1","protein_coding"
"15731","PSD2","protein_coding"
"15732","PLEKHA8","protein_coding"
"15733","PFKM","protein_coding"
"15734","MRPL36","protein_coding"
"15735","PCARE","protein_coding"
"15736","NDUFS6","protein_coding"
"15737","FBLN7","protein_coding"
"15738","C19orf47","protein_coding"
"15739","IRX4","protein_coding"
"15740","TYW3","protein_coding"
"15741","ROPN1","protein_coding"
"15742","ZC3H8","protein_coding"
"15743","MTURN","protein_coding"
"15744","BLVRB","protein_coding"
"15745","SCN7A","protein_coding"
"15746","FPGT-TNNI3K","protein_coding"
"15747","CFAP20DC","protein_coding"
"15748","EXOC4","protein_coding"
"15749","TTLL13","protein_coding"
"15750","KCTD21","protein_coding"
"15751","TAOK1","protein_coding"
"15752","FAT2","protein_coding"
"15753","SPPL2A","protein_coding"
"15754","USP35","protein_coding"
"15755","MYBL1","protein_coding"
